Date,Year,Aircraft Type,Manufacturer,Registration,Operator,Fatalities,Location,Damage,Causes,Total Seats,Everyone Involved
9-Aug-23,2023,Lockheed CC-130H Hercules,Lockheed,130337,Canadian Air Force (CAF),0,"Comox Airport, British Columbia. (YQQ/CYQQ)",unk,Miscellaneous,0,0
9-Aug-23,2023,Boeing 737-7CT (WL),Boeing,C-FWSI,WestJet,0,Comox Valley Airport (YQQ),sub,Miscellaneous,0,0
12-Aug-23,2023,Beechcraft B200 Super King Air,Beechcraft,VH-FDG,RFDS Australia,0,"Cloncurry Airport, QLD (CNJ/YCCY)",sub,Miscellaneous,0,0
14-Aug-23,2023,Embraer ERJ-170SE,Embraer,N776MS,"American Eagle, opb Envoy",0,"near Eleroy, IL",non,Turbulence,0,0
15-Aug-23,2023,Beechcraft C99 Commuter,Beechcraft,N261SW,Ameriflight,0,"Lansing-Capital Region International Airport (LAN/KLAN), Lansing, MI",sub,Pilot Error,0,0
18-Aug-23,2023,Boeing 777-222,Boeing,N209UA,United Airlines,0,over Northern Atlantic Ocean,non,Turbulence,0,0
20-Aug-23,2023,Boeing 737-890 (WL),Boeing,N516AS,Alaska Airlines,0,"Santa Ana-John Wayne International Airport (SNA/KSNA), Santa Ana, CA",sub,Maintenance ,0,0
21-Aug-23,2023,IAI 1125 Astra SP,IAI,N39TT,Northern Illinois Flight Center,0,"Chicago-Executive Airport (PWK/KPWK), Wheeling, IL",sub,Mechanical Failure,0,0
24-Aug-23,2023,Viking Air DHC-6 Twin Otter 400,Viking,F-OMYS,Air Antilles,0,Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ),sub,Miscellaneous,0,0
24-Aug-23,2023,Beechcraft B99 Airliner,Beechcraft,C6-FLR,Flamingo Air Charter,0,Black Point Airstrip (MYEB),sub,Undetermined,0,0
29-Aug-23,2023,Airbus A350-941,Airbus,N576DZ,Delta Air Lines,0,"near Atlanta, GA",min,Turbulence,0,0
30-Aug-23,2023,Boeing 777-328ER,Boeing,F-GSQT,Air France,0,Paris-Charles de Gaulle Airport (CDG/LFPG),unk,Miscellaneous,0,0
30-Aug-23,2023,Airbus A330-941,Airbus,N411DX,Delta Air Lines,0,Paris-Charles de Gaulle Airport (CDG/LFPG),unk,Miscellaneous,0,0
30-Aug-23,2023,Airbus A321-253NX,Airbus,EI-LRD,Aer Lingus,0,"Washington-Dulles International Airport, DC (IAD/KIAD)",sub,Miscellaneous,0,0
30-Aug-23,2023,Beechcraft 200 King Air,Beechcraft,N313CT,Almar Aviation Inc,0,"Henderson City-County Airport (EHR/KEHR), Henderson, KY",sub,Bird Strike,0,0
1-Sep-23,2023,Beechcraft B200C Super King Air,Beechcraft,P2-JAU,Tropicair,0,Port Moresby-Jacksons International Airport (POM/AYPY),sub,Mechanical Failure,0,0
6-Sep-23,2023,Boeing 737 MAX 9,Boeing,N37531,United Airlines,0,"near Cincinnati/Northern Kentucky Airport, KY (CVG)",non,Turbulence,0,0
7-Sep-23,2023,Fairchild SA227-DC Metro 23,Fairchild,C-GJVW,Perimeter Aviation,0,"Detour Lake, ON (CDT9)",sub,Mechanical Failure,0,0
8-Sep-23,2023,Beechcraft 200 Super King Air,Beechcraft,N220KW,Airselect LLC,0,"near Elk Grove Village, IL",sub,Pilot Error,0,0
14-Sep-23,2023,Learjet 45XR,Learjet,VT-DBL,VSR Ventures,0,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),w/o,Turbulence,0,0
18-Sep-23,2023,Boeing 767-323ER (BDSF) (WL),Boeing,A9C-DHAB,DHL International Aviation ME,0,Beirut-Rafic Hariri International Airport (BEY/OLBA),sub,Miscellaneous,0,0
19-Sep-23,2023,Boeing 737-85P (WL),Boeing,EC-MJU,Air Europa,0,Palma de Mallorca Airport (PMI/LEPA),sub,Miscellaneous,0,0
19-Sep-23,2023,Boeing 757-330 (WL),Boeing,D-ABOJ,Condor Flugdienst,0,Palma de Mallorca Airport (PMI/LEPA),sub,Miscellaneous,0,0
21-Sep-23,2023,Embraer EMB-545 Praetor 500,Embraer,N434FX,Flexjet LLC,0,"Brunswick-Malcolm McKinnon Airport, (SSI/KSSI, St Simons Island, GA",sub,Undetermined,0,0
25-Sep-23,2023,Airbus A320-232,Airbus,N569JB,JetBlue Airways,0,Carribean Sea near Jamaica,non,Turbulence,0,0
28-Sep-23,2023,Boeing 787-8 Dreamliner,Boeing,N804AN,American Airlines,0,"near Detroit, MI",non,Mechanical Failure,0,0
30-Sep-23,2023,Boeing 737 MAX 9,Boeing,N37560,United Airlines,0,"Denver International Airport (DEN/KDEN), Denver, CO",sub,Fire,0,0
4-Oct-23,2023,Learjet 45,Learjet,XA-JAO,AeroParadise,0,El Lencero (MMJA),sub,Runway ,0,0
4-Oct-23,2023,Boeing 757-236 (SF),Boeing,N977FD,FedEx Express,0,"Chattanooga-Lovell Field (CHA/KCHA), Chattanooga, TN",sub,Mechanical Failure,0,0
4-Oct-23,2023,Boeing 737-8AS (WL),Boeing,EI-EGD,Ryanair,0,London-Stansted Airport (STN/EGSS),min,Miscellaneous,0,0
4-Oct-23,2023,Airbus A321-253NX,Airbus,G-OATW,Titan Airways,0,"near London-Stansted Airport (STN/EGSS), Essex",sub,Mechanical Failure,0,0
16-Oct-23,2023,Beechcraft B200T Super King Air,Beechcraft,M41-02,Royal Malaysian Air Force - RMAF,0,"Sultan Abdul Aziz Shah Airport (SZB/WMSA), Subang, Selangor",unk,Undetermined,0,0
18-Oct-23,2023,Beechcraft 300 Super King Air,Beechcraft,N93GA,Csw Aviation LLC,0,"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK)",sub,Pilot Error,0,0
20-Oct-23,2023,Cessna 208 Supervan 900,Cessna,VH-UMV,Experience Co (Skydive Australia),0,"near Barwon Heads Airport (YBRS), Connewarre, VIC",sub,Miscellaneous,0,0
20-Oct-23,2023,Ilyushin Il-76MD,Ilyushin,RF-86900,Russian Air Force,0,Dushanbe-Gissar Air Base,w/o,Mechanical Failure,0,0
24-Oct-23,2023,Raytheon Hawker 850XP,Raytheon,N269AA,Whitmore Holdings LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",sub,Pilot Error,0,0
24-Oct-23,2023,Cessna 510 Mustang,Cessna,N510HM,SB 501 LLC,0,"Houston-William P. Hobby Airport, TX (HOU)",sub,Pilot Error,0,0
24-Oct-23,2023,Reims-Cessna F406 Caravan II,Reims-Cessna,V5-WAI,Westair Aviation,0,near Osire,sub,Mechanical Failure,0,0
29-Oct-23,2023,Airbus A320-233,Airbus,LZ-MDI,"Air Arabia Maroc, opb Fly2Sky",0,Casablanca-Mohamed V Airport (CMN/GMMN),min,Maintenance ,0,0
30-Oct-23,2023,Cessna C-98 Caravan I (208A),Cessna,FAB2724,Força Aérea Brasileira - FAB,0,"near Palimiú Community, Roraima",w/o,Undetermined,0,0
31-Oct-23,2023,ATR 72-600 (72-212A),ATR,G-CMJM,"Aer Lingus Regional, opb Emerald Airlines UK",0,Edinburgh Airport (EDI/EGPH),min,Maintenance ,0,0
1-Nov-23,2023,Antonov An-2R,Antonov,RA-71196,KavMinVody Avia ?,0,Mineralnye Vody Airport (MRV/URMM),sub,Pilot Error,0,0
1-Nov-23,2023,Beechcraft 1900D,Beechcraft,ZS-OKN,National Airways Corporation,0,Port Elizabeth Airport (FAPE),sub,Miscellaneous,0,0
3-Nov-23,2023,Raytheon Hawker 800XP,Raytheon,5N-AMM,Flints Aero Services,0,"Ibadan Airport (IBA/DNIB), Oyo State",sub,Pilot Error,0,0
3-Nov-23,2023,Embraer EMB-110P1 Bandeirante,Embraer,PT-OCV,RICO Taxi Aéreo,0,"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)",sub,Mechanical Failure,0,0
3-Nov-23,2023,Pilatus PC-24,Pilatus,C-FMHR,Mark Anthony Group Inc.,0,"near Kelowna, BC",sub,Mechanical Failure,0,0
10-Nov-23,2023,Antonov TR-301,Antonov,RA-84566,Stryzh Avia,0,"15 km SW of Polyarny, Chukotka",w/o,Pilot Error,0,0
13-Nov-23,2023,Cessna 560 Citation Ultra,Cessna,N560ZS,Special Services Corporation,0,"Greenville Downtown Airport, SC (GMU/KGMU)",w/o,Fire,0,0
15-Nov-23,2023,Cessna 208B Grand Caravan EX,Cessna,N867UT,TVPX Aircraft Solution INC Trustee,0,"near Mariscal Estigarribia, PY",sub,Undetermined,0,0
20-Nov-23,2023,Boeing P-8A Poseidon,Boeing,169561,US Navy (USN),0,"Kaneohe Bay MCAS (Marion E. Carl Field) (NGF/PHNG), Kaneohe, HI",w/o,Pilot Error,0,0
26-Nov-23,2023,Cessna 560XL Citation Excel,Cessna,N475CW,"Ultra Air, LLC",0,"Council Bluffs, IA",sub,Bird Strike,0,0
28-Nov-23,2023,Embraer EMB-120ER Brasilia,Embraer,5H-FLM,Sindbard Air,0,Kikoboga/Mikumi Airstrip (HTMK),sub,Mechanical Failure,0,0
28-Nov-23,2023,Embraer EMB-120ER Brasilia,Embraer,5H-MJH,UnityAir Zanzibar,0,Kikoboga/Mikumi Airstrip (HTMK),sub,Mechanical Failure,0,0
30-Nov-23,2023,Beechcraft 400A Beechjet,Beechcraft,N800SD,Aircraft Charter Group LLC,0,"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK)",min,Mechanical Failure,0,0
30-Nov-23,2023,Boeing 717-2BL,Boeing,N494HA,Hawaiian Airlines,0,"Kahului Airport (OGG/PHOG), Kahului, HI",min,Undetermined,0,0
4-Dec-23,2023,Airbus A380-861,Airbus,A6-EEV,Emirates,0,within Male FIR,min,Turbulence,0,0
6-Dec-23,2023,Beechcraft 200 Super King Air,Beechcraft,N98RA,Dena'ina Air Taxi dba TransNorthern Aviation,0,"New Stuyahok Airport (KNW/PANW), New Stuyahok, AK",sub,Pilot Error,0,0
8-Dec-23,2023,Saab 340B,Saab,A3-PUA,Lulutai Airlines,0,Nuku'alofa-Fua'Amotu International Airport (TBU/NFTF),sub,Mechanical Failure,0,0
15-Dec-23,2023,Cessna 510 Citation Mustang,Cessna,PR-MCL,Roma Participações,0,"Ijuí-J. Batista Bos Filho Airport, RS (IJU/SSIJ)",sub,Runway ,0,0
17-Dec-23,2023,Cessna 208B Grand Caravan,Cessna,5Y-GOK,Government of Kenya,0,Kiunga Airstrip (KIU),w/o,Pilot Error,0,0
19-Dec-23,2023,Boeing 737-8H4 (WL),Boeing,N8514F,Southwest Airlines,0,"NNE of Saint Louis, MO",sub,Bird Strike,0,0
26-Dec-23,2023,Beechcraft B200 Super King Air,Beechcraft,N217LG,RC Leasing LLC opb Mayo Aviation,0,"Centennial Airport (APA/KAPA), Englewood, CO",sub,Undetermined,0,0
27-Dec-23,2023,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,C-GMAS,Air Tindi,0,"16 km from Diavik Diamond Mine, 300 km NW of Yellowknife, NT",sub,Pilot Error,0,0
30-Dec-23,2023,Cessna 560XL Citation XLS,Cessna,TC-LLL,Kalyon Güven Aviation,0,Diyarbakir Airport (DIY/LTCC),sub,Miscellaneous,0,0
30-Dec-23,2023,ATR 72-600 (72-212A),ATR,G-CMMT,"Aer Lingus Regional, opb Emerald Airlines UK",0,Belfast City Airport (BHD/EGAC),min,Turbulence,0,0
29-Dec-24,2024,Boeing 767-322ER (WL),Boeing,N647UA,United Airlines,0,over Gulf of Mexico,non,Turbulence,0,0
28-Dec-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,C-GPNA,"Air Canada Express, opb PAL Airlines",0,Halifax Stanfield International Airport (YHZ/CYHZ),sub,Mechanical Failure,0,0
27-Dec-24,2024,Cessna 560 Citation V,Cessna,N753MB,Steel Diamond LLC opb Metroplex Flight Services,0,"Stevens Field (PGO/KPSO), Pagosa Springs, CO",sub,Mechanical Failure,0,0
26-Dec-24,2024,Boeing 737 MAX 9,Boeing,N958AK,Alaska Airlines,0,"near Henderson, NV",non,Turbulence,0,0
22-Dec-24,2024,Antonov An-2R,Antonov,RA-33555,Faeravia,0,"Mount Tundrovaya, Ust-Kamchatsky Raion, Kamchatka Krai",sub,Pilot Error,0,0
22-Dec-24,2024,ATR 72-600,ATR,G-CMMK,"Aer Lingus Regional, opb Emerald Airlines UK",0,Belfast City Airport (BHD/EGAC),sub,Undetermined,0,0
18-Dec-24,2024,Lockheed L-100-30 Hercules,Lockheed,N403LC,Lynden Air Cargo,0,"near St. Mary's, AK",sub,Mechanical Failure,0,0
17-Dec-24,2024,Cessna 208B Grand Caravan EX,Cessna,PR-VDB,Voare Táxi Aéreo Ltda,0,"Surucucu Airport (SWUQ), Alto Alegre, RR",sub,Runway,0,0
16-Dec-24,2024,Boeing 737-8K5 (WL),Boeing,G-TAWB,TUI Airways,0,East Midlands Airport (EMA/EGNX),non,Mechanical Failure,0,0
11-Dec-24,2024,Cessna 560 Citation V Ultra,Cessna,N981AG,International Aviation Sales LTD opb Aitheras Aviation,0,"Hartsfield–Jackson Atlanta International Airport (ATL/KATL), GA",sub,Miscellaneous,0,0
11-Dec-24,2024,Boeing 737-4Y0 (SF),Boeing,5N-JRT,Allied Air,0,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),sub,Miscellaneous,0,0
10-Dec-24,2024,Embraer ERJ-145EP,Embraer,G-SAJE,Loganair,0,"Edinburgh Airport (EDI/EGPH), Lothian, Scotland",non,Miscellaneous,0,0
10-Dec-24,2024,Antonov An-2R,Antonov,RA-40418,Mobil Avia,0,"1 km from Tambey Airstrip, Yamal-Nenets Autonomous District",sub,Pilot Error,0,0
3-Dec-24,2024,Boeing 787-9 Dreamliner,Boeing,N29975,United Airlines,0,over Pacific Ocean,non,Turbulence,0,0
28-Nov-24,2024,Beechcraft B300 King Air 350,Beechcraft,N907EJ,Barrel King LLC,0,"Macon County Airport (1A5), Franklin, NC",sub,Mechanical Failure,0,0
27-Nov-24,2024,Boeing 737-408,Boeing,C-GGWX,Nolinor Aviation,0,"Montréal–Mirabel International Airport (YMX/CYMX), QC",sub,Mechanical Failure,0,0
26-Nov-24,2024,Cirrus SF50 Vision Jet G2,Cirrus,N701MK,Flying K Properties LLC,0,"Falcon Field (MSC/KFFZ), Mesa, AZ",sub,Pilot Error,0,0
24-Nov-24,2024,Sukhoi Superjet 100-95LR,Sukhoi,RA-89085,Azimuth,0,Antalya Airport (AYT/LTAI),sub,Undetermined,0,0
23-Nov-24,2024,Boeing 777-223ER,Boeing,N753AN,American Airlines,0,near Brasilia,non,Turbulence,0,0
21-Nov-24,2024,Airbus A220-300,Airbus,HB-JCH,Swiss International Air Lines,0,Brussel-Zaventem Airport (BRU/EBBR),sub,Runway,0,0
20-Nov-24,2024,Embraer ERJ-175LR,Embraer,N85352,"United Express, opb Mesa Airlines",0,"near Warnock, OH",non,Turbulence,0,0
19-Nov-24,2024,Let L-410UVP-E9,Let,TL-BMM,Salaam Air Express,0,Lankien Airstrip,sub,Runway,0,0
19-Nov-24,2024,Boeing 767-338ER (BDSF) (WL),Boeing,C-GAZI,"Cargojet Airways, opf Amazon Prime Air",0,"Vancouver International Airport (YVR/CYVR), BC",sub,Mechanical Failure,0,0
18-Nov-24,2024,Boeing 757-231 (WL),Boeing,N717TW,Delta Air Lines,0,"near Cooper Hill, MO",non,Turbulence,0,0
17-Nov-24,2024,Bombardier Challenger 650,Bombardier,N247QS,NetJets Aviation,0,"Jackson Hole Airport (JAC/KJAC), Jackson, WY",sub,Mechanical Failure,0,0
15-Nov-24,2024,Boeing 787-9 Dreamliner,Boeing,N833AA,American Airlines,0,"NE of Tokyo, over North Pacific Ocean",non,Turbulence,0,0
15-Nov-24,2024,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,N241SA,Grand Canyon Scenic Airlines,0,"Boulder City Municipal Airport (BLD/KBVU),",sub,Turbulence,0,0
12-Nov-24,2024,ATR 72-500 (72-212A),ATR,OH-ATM,"Finnair, opb NORRA - Nordic Regional Airlines",0,Helsinki-Vantaa Airport (HEL/EFHK),non,Miscellaneous,0,0
9-Nov-24,2024,Airbus A310-325,Airbus,EP-MDK,Iran Airtour,0,near Dubai Airport (DXB/OMDB),non,Turbulence,0,0
9-Nov-24,2024,Boeing 737-4Q8 (SF),Boeing,PS-TLB,TOTAL Linhas Aéreas,0,"São Paulo-Guarulhos International Airport, SP (GRU/SBGR)",w/o,Fire,0,0
3-Nov-24,2024,Boeing 767-322ER (WL),Boeing,N651UA,United Airlines,0,"near Kingston, Jamaica",non,Turbulence,0,0
29-Oct-24,2024,Airbus A300F4-622R,Airbus,N162UP,United Parcel Service - UPS,0,"Louisville-Muhammad Ali International Airport, KY (SDF/KSDF)",sub,Pilot Error,0,0
27-Oct-24,2024,Antonov An-2TP,Antonov,RA-33623,Aviakhim Yugtost 26,0,"2 km W of Yessentuki Airfield, Stavropol Krai",sub,Mechanical Failure,0,0
24-Oct-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,C-GWJK,Westjet Encore,0,"Calgary International Airport, AB (YYC/CYYC)",sub,Undetermined,0,0
24-Oct-24,2024,Boeing 737 MAX 9,Boeing,N27515,United Airlines,0,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",sub,Mechanical Failure,0,0
24-Oct-24,2024,Boeing 737 MAX 8,Boeing,C-FLKO,Flair Airlines,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",sub,Bird Strike,0,0
21-Oct-24,2024,Boeing 787-9 Dreamliner,Boeing,B-1243,China Southern Airlines,0,Guangzhou Baiyun International Airport (CAN/ZGGG),w/o,Pilot Error,0,0
19-Oct-24,2024,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,P2-KAL,Kobio Aviation,0,Kairik Airstrip (AYKX),sub,Miscellaneous,0,0
18-Oct-24,2024,Airbus A321-271NX,Airbus,TC-LTL,THY Turkish Airlines,0,Dublin Airport (DUB/EIDW),sub,Undetermined,0,0
17-Oct-24,2024,Boeing 737 MAX 8-200,Boeing,EI-HAY,Ryanair,0,Alicante Airport (ALC/LEAL),non,Miscellaneous,0,0
12-Oct-24,2024,Cessna 525 CitationJet,Cessna,PT-FEL,Hangar 18 FBO Americana Ltda.,0,"Angra dos Reis Airport, RJ (SDAG)",sub,Pilot Error,0,0
10-Oct-24,2024,Embraer ERJ-145EP,Embraer,G-SAJK,Loganair,0,Aberdeen International Airport (ABZ/EGPD),non,Miscellaneous,0,0
20-Sep-24,2024,Gulfstream G280,Gulfstream,N621WK,Executive Jet Management opb Kellanova,0,"Boeing Field/King County International Airport (BFI/KBFI), Seattle, WA",min,Pilot Error,0,0
19-Sep-24,2024,Boeing 757-224 (WL),Boeing,N12125,United Airlines,0,"near Dunnigan, CA",non,Pilot Error,0,0
17-Sep-24,2024,Beechcraft B200 King Air,Beechcraft,N102DB,Finch Air LLC opb Gryphon Air,0,"Las Vegas Municipal Airport (LVS/KLVS), Las Vegas, NM",sub,Bird Strike,0,0
16-Sep-24,2024,Cessna 208B Grand Caravan,Cessna,5Y-ZBW,Z.Boskovic Air Charters,0,Migori Lichota Airstrip (HKMM),sub,Miscellaneous,0,0
14-Sep-24,2024,Viking DHC-6-400 Twin Otter,Viking,RP-C6903,Island Aviation,0,"Pamalican Airstrip (RPUA), Pamalican Island, Cuyo Islands",min,Pilot Error,0,0
11-Sep-24,2024,Airbus A330-941,Airbus,F-HHUG,Corsair,0,Paris-Charles de Gaulle Airport (CDG/LFPG),sub,Miscellaneous,0,0
11-Sep-24,2024,Airbus A330-243,Airbus,C-GTSJ,Air Transat,0,Paris-Charles de Gaulle Airport (CDG/LFPG),sub,Miscellaneous,0,0
10-Sep-24,2024,Airbus A350-941,Airbus,N503DN,Delta Air Lines,0,"Hartsfield-Jackson Atlanta International Airport (KATL), Atlanta, GA",min,Undetermined,0,0
10-Sep-24,2024,Bombardier CRJ-900LR,Bombardier,N302PQ,"Delta Connection, opb Endeavor Air",0,"Hartsfield-Jackson Atlanta International Airport (KATL), Atlanta, GA",sub,Undetermined,0,0
9-Sep-24,2024,ATR 42-500,ATR,PK-YSP,Trigana Air Service,0,Serui Airport (ZRI/WABO),sub,Mechanical Failure,0,0
6-Sep-24,2024,Boeing 787-9 Dreamliner,Boeing,9V-OJD,Scoot,0,near waypoint TAMOT,non,Turbulence,0,0
4-Sep-24,2024,Cessna 208B Grand Caravan EX,Cessna,N143CA,Haugland Group Aviation LLC,0,"New York Skyports Seaplane Base, NY (6N7)",sub,Pilot Error,0,0
4-Sep-24,2024,Boeing 787-9 Dreamliner,Boeing,JA863J,Japan Airlines (JAL),0,200 km east of Seoul,non,Turbulence,0,0
31-Aug-24,2024,Airbus A350-1041,Airbus,G-VPRD,Virgin Atlantic Airways,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,Miscellaneous,0,0
31-Aug-24,2024,Airbus A330-323,Airbus,N808NW,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",unk,Miscellaneous,0,0
31-Aug-24,2024,Antonov An-2T,Antonov,RF-02346,DOSAAF,0,"between Mairamadag and Koban, Republic of North Ossetia–Alania",w/o,Undetermined,0,0
29-Aug-24,2024,Boeing 737-8FB (WL),Boeing,ET-AWR,"Ceiba International, lsf Ethiopian Airlines",0,Malabo-Santa Isabel Airport (SSG/FGSL),sub,Runway,0,0
27-Aug-24,2024,Boeing 767-323ER (BCF) (WL),Boeing,A9C-DHAA,DHL International Aviation ME,0,Milano-Malpensa Airport (MXP/LIMC),sub,Miscellaneous,0,0
26-Aug-24,2024,de Havilland Canada DHC-3T Vazar Turbine Otter,de Havilland Canada,C-GMLB,NDK Air Limited,0,"Kashishibog Lake, ON",sub,Miscellaneous,0,0
24-Aug-24,2024,Boeing 757-330 (WL),Boeing,D-ABOL,Condor Flugdienst,0,Palma de Mallorca Airport (PMI),non,Miscellaneous,0,0
23-Aug-24,2024,Bombardier DHC-8-315Q Dash 8,Bombardier,VH-QQP,Maroomba Airlines,0,"Minderoo Aircraft Landing Area, WA (YMDR)",sub,Miscellaneous,0,0
23-Aug-24,2024,Boeing 737-470,Boeing,YA-PID,Ariana Afghan Airlines,0,Khost Airport (KHT/OAKS),sub,Runway,0,0
23-Aug-24,2024,Antonov An-2R,Antonov,RA-33305,Gold of Ynykchan,0,"5 km from Solnechny, Yakutia",sub,Mechanical Failure,0,0
21-Aug-24,2024,Boeing KC-46A Pegasus,Boeing,17-46028,"USAF, 22nd Air Refueling Wing",0,"Fairfield-Travis AFB, CA (SUU)",sub,Maintenance ,0,0
19-Aug-24,2024,Boeing 737-7BD (WL),Boeing,N7734H,Southwest Airlines,0,"near Highland Meadows, NM",non,Turbulence,0,0
19-Aug-24,2024,Airbus A320-214 (WL),Airbus,G-EJCM,easyJet,0,Italian airspace,non,Turbulence,0,0
19-Aug-24,2024,Beechcraft 300 Super King Air 300,Beechcraft,N600KA,FMR Leasing LLC opb Private,0,"Asheboro Regional Airport (KHBI), Asheboro, NC",sub,Pilot Error,0,0
19-Aug-24,2024,Cessna 208B Grand Caravan,Cessna,5Y-BUR,Royal Skyline Ltd,0,"Mandeng area, Nasir County",sub,Undetermined,0,0
18-Aug-24,2024,Cessna 680 Citation Sovereign,Cessna,N680SA,BJR Management LLC,0,"Washington-Warren Airport (OCW/KOCW), Washington, NC",w/o,Pilot Error,0,0
12-Aug-24,2024,Boeing 747-481F,Boeing,N404KZ,Atlas Air,0,Tokyo/Narita International Airport (NRT/RJAA),sub,Miscellaneous,0,0
10-Aug-24,2024,Cirrus SF50 Vision Jet G2+ Arrivée,Cirrus,N727VB,FAFO Aviation LLC,0,"Watsonville Municipal Airport (WVI/KWVI), Watsonville, CA",sub,Mechanical Failure,0,0
9-Aug-24,2024,de Havilland Canada DHC-8-311Q Dash 8,de Havilland Canada,5Y-SMI,"Renegade Air, opf UN Humanitarian Air Service",0,Malakal Airport (MAK/HJMK),sub,Undetermined,0,0
8-Aug-24,2024,Airbus A321-231,Airbus,N542UW,American Airlines,0,"near Gaston, SC",non,Turbulence,0,0
7-Aug-24,2024,Boeing 737-7H4 (WL),Boeing,N226WN,Southwest Airlines,0,"Severn, MD",non,Miscellaneous,0,0
5-Aug-24,2024,Boeing 737 MAX 8,Boeing,TC-LCD,THY Turkish Airlines,0,Nürnberg Airport (NUE/EDDN),sub,Miscellaneous,0,0
5-Aug-24,2024,Cessna 750 Citation X+,Cessna,N750GB,Accent Stripe Inc,0,"Chautauqua County/Jamestown Airport (JWH/KJHW), Jamestown, NY",w/o,Mechanical Failure,0,0
3-Aug-24,2024,Boeing 777-223ER,Boeing,N793AN,American Airlines,0,"near Laclede, MO",non,Turbulence,0,0
3-Aug-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,7T-VCL,Tassili Airlines,0,Illizi,sub,Mechanical Failure,0,0
1-Aug-24,2024,Cessna 208 Caravan I,Cessna,F-HVPC,Ecole de Parachutisme Sportif de Vannes Bretagne,0,Vannes,min,Miscellaneous,0,0
31-Jul-24,2024,Cessna 208 Caravan I,Cessna,HK-3200-G,Aeronáutica Civil de Colombia,0,Bahía Solano-Cupica Airport (SKCP),sub,Miscellaneous,0,0
21-Jul-24,2024,Antonov An-2R,Antonov,UP-A0141,Berkut Air Services,0,"10 km from Derzhavinsk, Zharkainsky district",w/o,Fire,0,0
20-Jul-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,JA858A,Oriental Air Bridge,0,Tsushima Airport (TSJ/RJDT),sub,Bird Strike,0,0
20-Jul-24,2024,Hawker 900XP,Hawker,N526FC,Swamp Bird LLC opb Corporate Air Charters LLC,0,"Telluride Regional Airport (TEX/KTEX), Telluride, CO",sub,Miscellaneous,0,0
16-Jul-24,2024,Airbus A320-232 (WL),Airbus,N633NK,Spirit Airlines,0,"Orlando International Airport, FL (MCO)",non,Pilot Error,0,0
15-Jul-24,2024,ATR 72-600 (72-212A),ATR,YR-ATJ,TAROM,0,Oradea International Airport (LROD),sub,Turbulence,0,0
14-Jul-24,2024,Airbus A320-214,Airbus,9H-VDS,"Binter Canarias, lsf Galistar Malta",0,La Coruña Airport (LCG/LECO),non,Maintenance ,0,0
5-Jul-24,2024,Antonov An-2R,Antonov,RA-40983,Wings of Taiga,0,Khiloksky district of Transbaikal Territory,sub,Mechanical Failure,0,0
2-Jul-24,2024,Airbus A330-343,Airbus,T7-MMM,"Garuda Indonesia, lsf San Marino Executive Aviation",0,NE of Jakarta,sub,Mechanical Failure,0,0
1-Jul-24,2024,Boeing 787-9 Dreamliner,Boeing,EC-MTI,Air Europa,0,"NE of Natal, Brazil",min,Undetermined,0,0
30-Jun-24,2024,Cessna 525 Citation CJ1+,Cessna,N865HC,Hollingsworth Intergalactic LLC,0,"Richmond International Airport (Byrd Field) (RIC/KRIC), Richmond, VA",sub,Pilot Error,0,0
28-Jun-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,C-GLQP,Porter Airlines,0,"Fredericton Airport, NB (YFC/CYFC)",sub,Pilot Error,0,0
28-Jun-24,2024,Cessna 560XL Citation XLS,Cessna,OE-GZK,International Jet Management,0,Amsterdam-Schiphol International Airport (AMS/EHAM),sub,Runway,0,0
27-Jun-24,2024,Airbus A320-271N,Airbus,ES-MBC,Marabu Airlines,0,München-Franz Josef Strauss Airport (MUC/EDDM),sub,Miscellaneous,0,0
20-Jun-24,2024,Cessna 208B Supervan 900,Cessna,OO-SEX,SkyDive Spa,0,Spa-La Sauvenière Airfield (EBSP),sub,Mechanical Failure,0,0
17-Jun-24,2024,Boeing 767-316(ER)(BDSF),Boeing,C-FCJU,Cargojet Airways,0,"near Milan, IN",sub,Maintenance ,0,0
14-Jun-24,2024,Antonov An-26-100,Antonov,RA-26662,UTair Aviation,0,1 km from Utrenny Airport (USDM),sub,Pilot Error,0,0
